trial	deck	deckCopy	gain	loss	subjID
16	4	4	50	0	256
17	2	2	100	0	256
18	4	4	50	0	256
19	1	1	100	300	256
20	1	1	100	0	256
21	2	2	100	0	256
22	1	1	100	200	256
23	3	3	50	0	256
24	4	4	50	0	256
25	1	1	100	0	256
26	2	2	100	0	256
27	4	4	50	0	256
28	4	4	50	0	256
29	3	3	50	0	256
30	2	2	100	0	256
31	4	4	50	0	256
32	1	1	100	250	256
33	1	1	100	350	256
34	4	4	50	0	256
35	3	3	50	50	256
36	2	2	100	1250	256
37	2	2	100	0	256
38	1	1	100	0	256
39	2	2	100	0	256
40	2	2	100	0	256
41	4	4	50	250	256
42	1	1	100	350	256
43	4	4	50	0	256
44	2	2	100	0	256
45	4	4	50	0	256
46	3	3	50	0	256
47	2	2	100	0	256
48	4	4	50	0	256
49	2	2	100	0	256
50	1	1	100	0	256
51	4	4	50	0	256
52	2	2	100	1250	256
53	1	1	100	250	256
54	2	2	100	0	256
55	3	3	50	50	256
56	4	4	50	0	256
57	2	2	100	0	256
58	4	4	50	0	256
59	2	2	100	0	256
60	1	1	100	200	256
61	1	1	100	0	256
62	2	2	100	0	256
63	4	4	50	0	256
64	2	2	100	0	256
65	2	2	100	0	256
66	4	4	50	0	256
67	3	3	50	0	256
68	2	2	100	0	256
69	1	1	100	300	256
70	4	4	50	0	256
71	2	2	100	0	256
72	1	1	100	150	256
73	2	2	100	0	256
74	1	1	100	0	256
75	3	3	50	50	256
76	1	1	100	0	256
77	2	2	100	0	256
78	4	4	50	250	256
79	1	1	100	0	256
80	3	3	50	0	256
81	4	4	50	0	256
82	2	2	100	1250	256
83	2	2	100	0	256
84	2	2	100	0	256
85	1	1	100	300	256
86	2	2	100	0	256
87	2	2	100	0	256
88	1	1	100	0	256
89	1	1	100	350	256
90	4	4	50	0	256
91	4	4	50	0	256
92	3	3	50	50	256
93	2	2	100	0	256
94	2	2	100	0	256
95	1	1	100	0	256
1	1	1	100	0	257
2	4	4	50	0	257
3	1	1	100	0	257
4	3	3	50	0	257
5	1	1	100	150	257
6	2	2	100	0	257
7	2	2	100	0	257
8	1	1	100	0	257
9	3	3	50	0	257
10	3	3	50	50	257
11	4	4	50	0	257
12	1	1	100	300	257
13	2	2	100	0	257
14	1	1	100	0	257
15	4	4	50	0	257
16	1	1	100	200	257
17	2	2	100	0	257
18	2	2	100	0	257
19	2	2	100	0	257
20	1	1	100	0	257
21	1	1	100	250	257
22	2	2	100	0	257
23	2	2	100	0	257
24	2	2	100	1250	257
25	2	2	100	0	257
26	2	2	100	0	257
27	3	3	50	0	257
28	3	3	50	50	257
29	2	2	100	0	257
30	2	2	100	0	257
31	1	1	100	350	257
32	2	2	100	1250	257
33	1	1	100	0	257
34	2	2	100	0	257
35	1	1	100	350	257
36	2	2	100	0	257
37	1	1	100	0	257
38	3	3	50	0	257
39	4	4	50	0	257
40	3	3	50	50	257
41	3	3	50	0	257
42	2	2	100	0	257
43	2	2	100	0	257
44	1	1	100	250	257
45	2	2	100	0	257
46	2	2	100	0	257
47	1	1	100	200	257
48	1	1	100	0	257
49	2	2	100	1250	257
50	4	4	50	0	257
51	1	1	100	300	257
52	1	1	100	150	257
53	2	2	100	0	257
54	2	2	100	0	257
55	2	2	100	0	257
56	1	1	100	0	257
57	2	2	100	0	257
58	1	1	100	0	257
59	1	1	100	0	257
60	1	1	100	300	257
61	2	2	100	0	257
62	1	1	100	0	257
63	1	1	100	350	257
64	1	1	100	0	257
65	2	2	100	0	257
66	3	3	50	50	257
67	3	3	50	50	257
68	1	1	100	200	257
69	2	2	100	0	257
70	1	1	100	250	257
71	2	2	100	0	257
72	1	1	100	150	257
73	2	2	100	0	257
74	1	1	100	0	257
75	2	2	100	0	257
76	1	1	100	0	257
77	3	3	50	0	257
78	4	4	50	0	257
79	3	3	50	25	257
80	1	1	100	350	257
81	2	2	100	1250	257
82	2	2	100	0	257
83	3	3	50	75	257
84	4	4	50	0	257
85	1	1	100	200	257
86	2	2	100	0	257
87	3	3	50	0	257
88	4	4	50	0	257
89	4	4	50	0	257
90	3	3	50	0	257
91	4	4	50	250	257
92	2	2	100	0	257
93	2	2	100	0	257
94	1	1	100	250	257
95	2	2	100	0	257
1	2	2	100	0	263
2	3	3	50	0	263
3	4	4	50	0	263
4	4	4	50	0	263
5	3	3	50	0	263
6	1	1	100	0	263
7	2	2	100	0	263
8	1	1	100	0	263
9	2	2	100	0	263
10	4	4	50	0	263
11	3	3	50	50	263
12	2	2	100	0	263
13	3	3	50	0	263
14	4	4	50	0	263
15	2	2	100	0	263
16	2	2	100	0	263
17	1	1	100	150	263
18	1	1	100	0	263
19	1	1	100	300	263
20	1	1	100	0	263
21	2	2	100	0	263
22	2	2	100	0	263
23	2	2	100	1250	263
24	2	2	100	0	263
25	2	2	100	0	263
26	4	4	50	0	263
27	4	4	50	0	263
28	3	3	50	50	263
29	4	4	50	0	263
30	3	3	50	0	263
31	4	4	50	0	263
32	1	1	100	200	263
33	4	4	50	0	263
34	3	3	50	50	263
35	2	2	100	0	263
36	1	1	100	0	263
37	3	3	50	0	263
38	1	1	100	250	263
39	2	2	100	0	263
40	2	2	100	1250	263
41	3	3	50	50	263
42	3	3	50	50	263
43	4	4	50	250	263
44	2	2	100	0	263
45	2	2	100	0	263
46	1	1	100	350	263
47	1	1	100	0	263
48	2	2	100	0	263
49	1	1	100	350	263
50	2	2	100	0	263
51	1	1	100	0	263
52	2	2	100	0	263
53	1	1	100	250	263
54	2	2	100	0	263
55	3	3	50	0	263
56	3	3	50	25	263
57	3	3	50	75	263
58	3	3	50	0	263
59	3	3	50	0	263
60	4	4	50	0	263
61	2	2	100	1250	263
62	1	1	100	200	263
63	1	1	100	0	263
64	2	2	100	0	263
65	3	3	50	0	263
66	4	4	50	0	263
67	2	2	100	0	263
68	3	3	50	25	263
69	1	1	100	300	263
70	2	2	100	0	263
71	2	2	100	0	263
72	1	1	100	150	263
73	3	3	50	75	263
74	2	2	100	0	263
75	4	4	50	0	263
76	2	2	100	0	263
77	2	2	100	0	263
78	2	2	100	0	263
79	2	2	100	0	263
80	1	1	100	0	263
81	2	2	100	0	263
82	1	1	100	0	263
83	1	1	100	0	263
84	4	4	50	0	263
85	3	3	50	0	263
86	1	1	100	300	263
87	2	2	100	1250	263
88	2	2	100	0	263
89	2	2	100	0	263
90	2	2	100	0	263
91	2	2	100	0	263
92	3	3	50	50	263
93	4	4	50	0	263
94	4	4	50	0	263
95	3	3	50	0	263
1	4	4	50	0	264
2	3	3	50	0	264
3	4	4	50	0	264
4	1	1	100	0	264
5	1	1	100	0	264
6	2	2	100	0	264
7	1	1	100	150	264
8	2	2	100	0	264
9	2	2	100	0	264
10	2	2	100	0	264
11	3	3	50	0	264
12	4	4	50	0	264
13	4	4	50	0	264
14	4	4	50	0	264
15	2	2	100	0	264
16	3	3	50	50	264
17	3	3	50	0	264
18	4	4	50	0	264
19	1	1	100	0	264
20	3	3	50	50	264
21	4	4	50	0	264
22	3	3	50	0	264
23	2	2	100	0	264
24	2	2	100	0	264
25	1	1	100	300	264
26	2	2	100	0	264
27	3	3	50	50	264
28	4	4	50	0	264
29	4	4	50	0	264
30	3	3	50	0	264
31	2	2	100	1250	264
32	2	2	100	0	264
33	1	1	100	0	264
34	3	3	50	50	264
35	4	4	50	250	264
36	2	2	100	0	264
37	2	2	100	0	264
38	2	2	100	0	264
39	3	3	50	50	264
40	4	4	50	0	264
41	4	4	50	0	264
42	3	3	50	0	264
43	1	1	100	200	264
44	2	2	100	1250	264
45	3	3	50	25	264
46	3	3	50	75	264
47	4	4	50	0	264
48	2	2	100	0	264
49	2	2	100	0	264
50	2	2	100	0	264
51	1	1	100	0	264
52	4	4	50	0	264
53	3	3	50	0	264
54	1	1	100	250	264
55	2	2	100	0	264
56	3	3	50	0	264
57	4	4	50	0	264
58	2	2	100	0	264
59	4	4	50	0	264
60	4	4	50	0	264
61	3	3	50	0	264
62	2	2	100	0	264
63	1	1	100	350	264
64	2	2	100	1250	264
65	2	2	100	0	264
66	2	2	100	0	264
67	1	1	100	0	264
68	2	2	100	0	264
69	1	1	100	350	264
70	2	2	100	0	264
71	4	4	50	0	264
72	4	4	50	0	264
73	4	4	50	250	264
74	3	3	50	25	264
75	4	4	50	0	264
76	4	4	50	0	264
77	4	4	50	0	264
78	3	3	50	75	264
79	4	4	50	0	264
80	4	4	50	0	264
81	3	3	50	0	264
82	2	2	100	0	264
83	1	1	100	0	264
84	2	2	100	0	264
85	2	2	100	0	264
86	4	4	50	0	264
87	4	4	50	0	264
88	4	4	50	0	264
89	4	4	50	250	264
90	4	4	50	0	264
91	3	3	50	50	264
92	2	2	100	0	264
93	2	2	100	0	264
94	2	2	100	0	264
95	1	1	100	250	264
1	3	3	50	0	265
2	4	4	50	0	265
3	1	1	100	0	265
4	3	3	50	0	265
5	1	1	100	0	265
6	4	4	50	0	265
7	3	3	50	50	265
8	1	1	100	150	265
9	2	2	100	0	265
10	1	1	100	0	265
11	3	3	50	0	265
12	4	4	50	0	265
13	1	1	100	300	265
14	2	2	100	0	265
15	3	3	50	50	265
16	4	4	50	0	265
17	1	1	100	0	265
18	3	3	50	0	265
19	2	2	100	0	265
20	3	3	50	50	265
21	3	3	50	0	265
22	1	1	100	200	265
23	4	4	50	0	265
24	3	3	50	50	265
25	1	1	100	0	265
26	4	4	50	0	265
27	2	2	100	0	265
28	1	1	100	250	265
29	3	3	50	50	265
30	4	4	50	0	265
31	2	2	100	0	265
32	3	3	50	0	265
33	1	1	100	350	265
34	4	4	50	0	265
35	3	3	50	25	265
36	1	1	100	0	265
37	2	2	100	0	265
38	1	1	100	350	265
39	3	3	50	75	265
40	3	3	50	0	265
41	3	3	50	0	265
42	1	1	100	0	265
43	4	4	50	0	265
44	3	3	50	0	265
45	1	1	100	250	265
46	4	4	50	250	265
47	2	2	100	0	265
48	1	1	100	200	265
49	3	3	50	25	265
50	4	4	50	0	265
51	2	2	100	0	265
52	3	3	50	75	265
53	1	1	100	0	265
54	4	4	50	0	265
55	3	3	50	0	265
56	1	1	100	300	265
57	2	2	100	1250	265
58	1	1	100	150	265
59	3	3	50	50	265
60	3	3	50	0	265
61	3	3	50	0	265
62	1	1	100	0	265
63	4	4	50	0	265
64	3	3	50	0	265
65	2	2	100	0	265
66	1	1	100	0	265
67	2	2	100	0	265
68	4	4	50	0	265
69	1	1	100	0	265
70	3	3	50	50	265
71	1	1	100	300	265
72	4	4	50	0	265
73	3	3	50	25	265
74	2	2	100	0	265
75	1	1	100	0	265
76	4	4	50	0	265
77	4	4	50	0	265
78	4	4	50	0	265
79	3	3	50	50	265
80	4	4	50	0	265
81	3	3	50	0	265
82	1	1	100	350	265
83	2	2	100	0	265
84	2	2	100	1250	265
85	2	2	100	0	265
86	2	2	100	0	265
87	2	2	100	0	265
88	3	3	50	0	265
89	1	1	100	0	265
90	3	3	50	75	265
91	2	2	100	0	265
92	1	1	100	200	265
93	2	2	100	0	265
94	2	2	100	0	265
95	4	4	50	250	265
