trial	deck	deckCopy	gain	loss	subjID
55	4	4	50	0	119
56	3	3	50	50	119
57	4	4	50	0	119
58	4	4	50	0	119
59	3	3	50	0	119
60	4	4	50	250	119
61	4	4	50	0	119
62	4	4	50	0	119
63	4	4	50	0	119
64	4	4	50	0	119
65	4	4	50	0	119
66	4	4	50	250	119
67	4	4	50	0	119
68	4	4	50	0	119
69	4	4	50	0	119
70	3	3	50	50	119
71	4	4	50	0	119
72	4	4	50	0	119
73	4	4	50	0	119
74	4	4	50	0	119
75	4	4	50	0	119
76	4	4	50	0	119
77	4	4	50	0	119
78	4	4	50	0	119
79	4	4	50	0	119
80	4	4	50	0	119
81	4	4	50	0	119
82	3	3	50	50	119
83	4	4	50	250	119
84	4	4	50	0	119
85	4	4	50	0	119
86	4	4	50	0	119
87	3	3	50	0	119
88	4	4	50	0	119
89	4	4	50	0	119
90	4	4	50	0	119
91	4	4	50	0	119
92	4	4	50	0	119
93	4	4	50	0	119
94	4	4	50	250	119
95	3	3	50	25	119
1	3	3	50	0	126
2	3	3	50	0	126
3	3	3	50	50	126
4	1	1	100	0	126
5	4	4	50	0	126
6	1	1	100	0	126
7	1	1	100	150	126
8	1	1	100	0	126
9	2	2	100	0	126
10	2	2	100	0	126
11	3	3	50	0	126
12	2	2	100	0	126
13	2	2	100	0	126
14	2	2	100	0	126
15	2	2	100	0	126
16	2	2	100	0	126
17	2	2	100	0	126
18	2	2	100	1250	126
19	3	3	50	50	126
20	4	4	50	0	126
21	4	4	50	0	126
22	2	2	100	0	126
23	2	2	100	0	126
24	2	2	100	0	126
25	4	4	50	0	126
26	4	4	50	0	126
27	1	1	100	300	126
28	1	1	100	0	126
29	2	2	100	0	126
30	2	2	100	1250	126
31	2	2	100	0	126
32	2	2	100	0	126
33	2	2	100	0	126
34	2	2	100	0	126
35	1	1	100	200	126
36	1	1	100	0	126
37	3	3	50	0	126
38	4	4	50	0	126
39	4	4	50	0	126
40	4	4	50	0	126
41	2	2	100	0	126
42	2	2	100	0	126
43	2	2	100	1250	126
44	4	4	50	0	126
45	1	1	100	250	126
46	1	1	100	350	126
47	3	3	50	50	126
48	1	1	100	0	126
49	4	4	50	250	126
50	4	4	50	0	126
51	2	2	100	0	126
52	4	4	50	0	126
53	4	4	50	0	126
54	4	4	50	0	126
55	4	4	50	0	126
56	4	4	50	0	126
57	4	4	50	0	126
58	4	4	50	0	126
59	4	4	50	0	126
60	2	2	100	0	126
61	3	3	50	0	126
62	2	2	100	0	126
63	4	4	50	250	126
64	4	4	50	0	126
65	4	4	50	0	126
66	2	2	100	0	126
67	4	4	50	0	126
68	2	2	100	0	126
69	4	4	50	0	126
70	2	2	100	0	126
71	2	2	100	0	126
72	4	4	50	0	126
73	2	2	100	0	126
74	4	4	50	0	126
75	3	3	50	50	126
76	2	2	100	0	126
77	4	4	50	0	126
78	2	2	100	0	126
79	2	2	100	1250	126
80	4	4	50	0	126
81	1	1	100	350	126
82	1	1	100	0	126
83	2	2	100	0	126
84	2	2	100	0	126
85	2	2	100	0	126
86	4	4	50	250	126
87	2	2	100	0	126
88	4	4	50	0	126
89	2	2	100	0	126
90	4	4	50	0	126
91	2	2	100	0	126
92	4	4	50	0	126
93	2	2	100	0	126
94	2	2	100	0	126
95	1	1	100	250	126
1	4	4	50	0	127
2	4	4	50	0	127
3	4	4	50	0	127
4	4	4	50	0	127
5	2	2	100	0	127
6	2	2	100	0	127
7	2	2	100	0	127
8	2	2	100	0	127
9	2	2	100	0	127
10	2	2	100	0	127
11	3	3	50	0	127
12	3	3	50	0	127
13	3	3	50	50	127
14	1	1	100	0	127
15	2	2	100	0	127
16	4	4	50	0	127
17	3	3	50	0	127
18	4	4	50	0	127
19	2	2	100	0	127
20	2	2	100	1250	127
21	4	4	50	0	127
22	4	4	50	0	127
23	3	3	50	50	127
24	2	2	100	0	127
25	1	1	100	0	127
26	4	4	50	0	127
27	1	1	100	150	127
28	3	3	50	0	127
29	3	3	50	50	127
30	2	2	100	0	127
31	3	3	50	0	127
32	4	4	50	250	127
33	1	1	100	0	127
34	3	3	50	50	127
35	2	2	100	0	127
36	1	1	100	300	127
37	2	2	100	0	127
38	2	2	100	1250	127
39	4	4	50	0	127
40	4	4	50	0	127
41	3	3	50	50	127
42	1	1	100	0	127
43	3	3	50	0	127
44	1	1	100	200	127
45	3	3	50	25	127
46	2	2	100	0	127
47	4	4	50	0	127
48	2	2	100	0	127
49	4	4	50	0	127
50	2	2	100	0	127
51	2	2	100	0	127
52	2	2	100	0	127
53	2	2	100	0	127
54	2	2	100	1250	127
55	2	2	100	0	127
56	2	2	100	0	127
57	1	1	100	0	127
58	4	4	50	0	127
59	2	2	100	0	127
60	1	1	100	250	127
61	2	2	100	0	127
62	2	2	100	0	127
63	3	3	50	75	127
64	1	1	100	350	127
65	2	2	100	0	127
66	4	4	50	0	127
67	2	2	100	0	127
68	3	3	50	0	127
69	4	4	50	0	127
70	2	2	100	0	127
71	2	2	100	0	127
72	2	2	100	0	127
73	1	1	100	0	127
74	4	4	50	0	127
75	2	2	100	1250	127
76	1	1	100	350	127
77	3	3	50	0	127
78	2	2	100	0	127
79	2	2	100	0	127
80	2	2	100	0	127
81	1	1	100	0	127
82	1	1	100	250	127
83	4	4	50	0	127
84	2	2	100	0	127
85	1	1	100	200	127
86	4	4	50	250	127
87	2	2	100	0	127
88	2	2	100	0	127
89	3	3	50	0	127
90	2	2	100	0	127
91	2	2	100	0	127
92	2	2	100	0	127
93	3	3	50	25	127
94	4	4	50	0	127
95	2	2	100	0	127
1	1	1	100	0	128
2	1	1	100	0	128
3	4	4	50	0	128
4	3	3	50	0	128
5	4	4	50	0	128
6	2	2	100	0	128
7	2	2	100	0	128
8	2	2	100	0	128
9	1	1	100	150	128
10	3	3	50	0	128
11	2	2	100	0	128
12	4	4	50	0	128
13	3	3	50	50	128
14	2	2	100	0	128
